Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Location_grouped,review_text,review_char_len,review_word_len,review_tokens
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,2007,1,kualitas kurang,Negative,Sadness,Jakarta Utara,kualitas kurang,15,2,"['kualitas', 'kurang']"
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,333,1,sangat kecewa sekali,Negative,Sadness,Jakarta Barat,sangat kecewa sekali,20,3,"['sangat', 'kecewa', 'sekali']"
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,Mengecewakan????????????????,Negative,Sadness,Jakarta Utara,Mengecewakan????????????????,28,1,['mengecewakan']
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",Negative,Sadness,Kab. Tangerang,"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",172,28,"['mengecewakan', 'pesan', 'dr', '10', 'item', 'dikirim', 'hanya', 'setelah', 'komplain', 'dikembalikan', 'hanya', 'php', 'saja', 'selain', 'respon', 'pengiriman', 'lama', 'pesan', 'tgl', '11', 'diterima', 'tgl', '16']"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,proses pengiriman sangat mengecewakan,Negative,Sadness,Kab. Tangerang,proses pengiriman sangat mengecewakan,37,4,"['proses', 'pengiriman', 'sangat', 'mengecewakan']"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,produk dikirim tidak sesuai. harusnya 7911,Negative,Sadness,Kab. Tangerang,produk dikirim tidak sesuai. harusnya 7911,42,6,"['produk', 'dikirim', 'sesuai', 'harusnya', '7911']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",Negative,Sadness,Jakarta Barat,"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",220,33,"['mengecewakan', 'kemasan', 'luar', 'kertas', 'sobek', 'besar', 'kelihatannya', 'seperti', 'basah', 'bagian', 'ujung', 'kertas', 'yg', 'melengkung', 'padahal', 'pengiriman', 'pack', 'bubble', 'wrap', 'terima', 'sempat', 'bikin', 'video', 'unboxing']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative,Sadness,Jakarta Barat,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",115,16,"['bungkusan', 'barang', 'robek', 'bagian', 'kertas', 'yg', 'kuning', 'menandakan', 'barang', 'lama', 'terbuka', 'sangat', 'mengecewakan']"
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Jakarta Utara,5800,4.9,6717,647,1,Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,Negative,Sadness,Jakarta Utara,Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,127,22,"['kecewa', 'beli', 'sini', 'order', 'gunting', 'kirim', 'kata', 'order', 'kali', 'bakal', 'dikirim', 'nyala', 'zonkkkkkkk']"
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,Ada cacat pada saat sampai di rumah ??,Negative,Sadness,Kab. Tangerang,Ada cacat pada saat sampai di rumah ??,38,8,"['cacat', 'saat', 'rumah']"
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,Kab. Tangerang,23000,4.8,1232,456,1,Barang rusak sebagian.,Negative,Sadness,Kab. Tangerang,Barang rusak sebagian.,22,3,"['barang', 'rusak', 'sebagian']"
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,1,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",Negative,Sadness,Jakarta Pusat,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",93,16,"['riject', 'bener2', 'kecewa', 'langganan', 'bukan', 'cuma', 'beli', 'sekali', 'barang', 'cek', 'saat', 'mau', 'packing']"
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,1,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,Negative,Sadness,Jakarta Timur,paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh. dicek dalemnya lakban nya pun penyok-penyok. menyedihkan.,136,19,"['paket', 'datang', 'kondisi', 'dusnya', 'sebagian', 'rusak', 'kotor', 'kayak', 'bekas', 'jatuh', 'dicek', 'dalemnya', 'lakban', 'pun', 'penyok', 'penyok', 'menyedihkan']"
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,1,"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",Negative,Sadness,Jakarta Timur,"sesuai gambar, tapi tidak memuaskan pelayanannya.. komplain tidak di respon dgn baik.",85,12,"['sesuai', 'gambar', 'memuaskan', 'pelayanannya', 'komplain', 'respon', 'baik']"
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,7974,806,1,sangat kecewa sekali,Negative,Sadness,Jakarta Pusat,sangat kecewa sekali,20,3,"['sangat', 'kecewa', 'sekali']"
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1537,1,"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",Negative,Sadness,Jakarta Selatan,"Sungguh menyedihkan. Beli 7 pcs tapi barang pecah 3pcs ,Sdh komplain garansi 2minggu nggak beres2",97,15,"['sungguh', 'menyedihkan', 'beli', 'pcs', 'barang', 'pecah', '3pcs', 'sdh', 'komplain', 'garansi', '2minggu', 'beres2']"
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,Jakarta Selatan,9000,4.9,54400,1537,1,"pecah 1, kondisi mash di plastik bubble wrap",Negative,Sadness,Jakarta Selatan,"pecah 1, kondisi mash di plastik bubble wrap",44,8,"['pecah', 'kondisi', 'mash', 'plastik', 'bubble', 'wrap']"
Office & Stationery,Pulpen Gel Ink 0.5Mm Alat Tulis Perlengkapan Sekolah Pena Gel Standart - Isi Tinta Hitam,Jakarta Selatan,176,4.8,10700,325,1,ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,Negative,Sadness,Jakarta Selatan,ga ada tanggapan mau komplain...padahal saya beli bukan minta...kecewa????,74,9,"['tanggapan', 'mau', 'komplain', 'padahal', 'beli', 'bukan', 'minta', 'kecewa']"
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Hitam,Jakarta Utara,3650,4.9,77100,2230,1,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",Negative,Sadness,Jakarta Utara,"butuh cepet di kirim lama di respon pun lama yang jual amanah brather,jujur nyesel gw beli di toko ini",102,19,"['butuh', 'cepet', 'kirim', 'lama', 'respon', 'pun', 'lama', 'jual', 'amanah', 'brather', 'jujur', 'nyesel', 'gw', 'beli', 'toko']"
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,811,1,"kecewa, keterangannya 90 yard tapi yang datang 72 yard",Negative,Sadness,Kota Tangerang Selatan,"kecewa, keterangannya 90 yard tapi yang datang 72 yard",54,9,"['kecewa', 'keterangannya', '90', 'yard', 'datang', '72', 'yard']"
Office & Stationery,LAKBAN BENING / COKELAT 2 INCH X 90 YARD ( 45MM X 90 YARD) - BENING,Kota Tangerang Selatan,7500,4.9,24600,811,1,tidak sesuai pesanan,Negative,Sadness,Kota Tangerang Selatan,tidak sesuai pesanan,20,3,"['sesuai', 'pesanan']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1744,1,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative,Sadness,Jakarta Barat,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",115,16,"['bungkusan', 'barang', 'robek', 'bagian', 'kertas', 'yg', 'kuning', 'menandakan', 'barang', 'lama', 'terbuka', 'sangat', 'mengecewakan']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7571,1744,1,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,Negative,Sadness,Jakarta Barat,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,101,18,"['sangat', 'buruk', 'kecewa', 'pakingan', 'rapih', 'cuma', 'pake', 'bubble', 'warp', 'paket', 'sobek']"
Office & Stationery,Nano Double Tape / Double Tape / Selotip Isolasi Bening Multifungsi - 1 MM,Kab. Tangerang,15000,4.8,5454,1201,1,barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),Negative,Sadness,Kab. Tangerang,barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri ajah GK mampu(alias GK nempel),148,22,"['barang', 'amat', 'sangat', 'mengecewakan', 'layak', 'pakai', 'jangankan', 'menahan', 'beban', '2kg', 'menahan', 'beban', 'sendiri', 'ajah', 'gk', 'mampu', 'alias', 'gk', 'nempel']"
Office & Stationery,Kertas Kasir Struk Paper Roll 58x40mm Thermal POS Receipt Printer,Jakarta Barat,35000,4.9,97000,8995,1,barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,Negative,Sadness,Jakarta Barat,barang yg saya terima tidak sesuai pesanan. barang yg saya order adalah ukuran 58x40 tapi yg datang adalah ukuran 57x30. dan tidak ada merek kecewa bgt dan tidak mau order lagi.,177,31,"['barang', 'yg', 'terima', 'sesuai', 'pesanan', 'barang', 'yg', 'order', 'adalah', 'ukuran', '58x40', 'yg', 'datang', 'adalah', 'ukuran', '57x30', 'merek', 'kecewa', 'mau', 'order', 'lagi']"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,Negative,Sadness,Jakarta Utara,ORDER 11 DATANGNYA CUMA 6.. SEDIH BANGET.. NOT RECOMENDED,57,9,"['order', '11', 'datangnya', 'cuma', 'sedih', 'not', 'recomended']"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,Negative,Sadness,Jakarta Utara,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii,69,12,"['kecewa', '90yard', 'tipis', 'sialan', 'gua', 'liat', 'komen', 'sama', 'bilng', 'tipis', 'rugii']"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,lakban tipis bukan 90 yard kecewa,Negative,Sadness,Jakarta Utara,lakban tipis bukan 90 yard kecewa,33,6,"['lakban', 'tipis', 'bukan', '90', 'yard', 'kecewa']"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,Jakarta Utara,6250,4.9,76600,2221,1,"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",Negative,Sadness,Jakarta Utara,"kecewa sekali tidak sesuai descripsi, ukuran 90 yard, boong banget, sangat tipis sekali.",88,13,"['kecewa', 'sekali', 'sesuai', 'descripsi', 'ukuran', '90', 'yard', 'boong', 'sangat', 'tipis', 'sekali']"
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,pelayanan mengecewakan,Negative,Sadness,Jakarta Barat,pelayanan mengecewakan,22,2,"['pelayanan', 'mengecewakan']"
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,Respon jelek,Negative,Sadness,Jakarta Barat,Respon jelek,12,2,"['respon', 'jelek']"
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,Jakarta Barat,7300,4.9,444300,14600,1,gampang putus :( kurang mantep dipake nya,Negative,Sadness,Jakarta Barat,gampang putus :( kurang mantep dipake nya,41,7,"['gampang', 'putus', 'kurang', 'mantep', 'dipake']"
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr",Jakarta Barat,35000,4.9,5008,1001,1,"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",Negative,Sadness,Jakarta Barat,"ini sih bukan 3m asli mengecewakan ,udah beli 10 tp gini",56,11,"['bukan', '3m', 'asli', 'mengecewakan', 'beli', '10', 'gini']"
Office & Stationery,Joyko Permanent Marker Spidol Permanen Dual Tip - Black,Jakarta Utara,3200,4.9,12700,1934,1,"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",Negative,Sadness,Jakarta Utara,"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget.",98,14,"['tutup', 'retak', 'sehingga', 'saat', 'diterima', 'lepas', 'markernya', 'marker', 'kering', 'kecewa']"
Office & Stationery,Gel Pen Pulpen Pena Joyko GP-330 Big Fill Gel 0.5 mm - Black,Jakarta Utara,1700,4.9,15700,1249,1,"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",Negative,Sadness,Jakarta Utara,"Sori to say, review jujur ini bikin kecewa pelanggan sih. Barang habis tapi tidak dikonfirmasi dulu sblm dikirim. Min, mon maap kan ada teknologi chat di aplikasi ya, knp kok ngga konfirmasi dulu di chat? Saya sudah terlanjur klik pesanan selesai, tidak bisa ajukan pengembalian dana. Pembeli yg lain silakan dicermati kalau mau beli disini ya, hati2. Makasih.",360,58,"['sori', 'to', 'say', 'review', 'jujur', 'bikin', 'kecewa', 'pelanggan', 'barang', 'habis', 'dikonfirmasi', 'dulu', 'sblm', 'dikirim', 'min', 'mon', 'maap', 'kan', 'teknologi', 'chat', 'aplikasi', 'knp', 'ngga', 'konfirmasi', 'dulu', 'chat', 'terlanjur', 'klik', 'pesanan', 'selesai', 'ajukan', 'pengembalian', 'dana', 'pembeli', 'yg', 'lain', 'silakan', 'dicermati', 'mau', 'beli', 'disini', 'hati2', 'makasih']"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,3017,1,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",Negative,Sadness,Kab. Tangerang,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",306,40,"['belum', 'tahu', 'dimana', 'keberadaannya', 'setelah', 'dibuka', 'bungkusannya', 'ternyata', 'dikirim', 'bersamaan', 'paket', 'diskon', 'yg', 'lain', 'sebaga', 'pembeli', 'salah', 'langsung', 'menyelesaikan', 'transaksi', 'begitu', 'kabar', 'paket', 'satpam', 'tanpa', 'memeriksanya', 'mengecewakan', 'sekali', 'pelayanan', 'deli', 'meskipun', 'diskon']"
Office & Stationery,Deli buku Agenda A5/B5 60 Halaman Landscape 3 warna 2420X - A5,Kab. Tangerang,22000,4.8,572,181,1,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",Negative,Sadness,Kab. Tangerang,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih",75,14,"['minta', 'yg', 'pink', 'dikirim', 'yg', 'biru', 'terus', 'dapet', 'penyok', 'kecewa', 'ih']"
Office & Stationery,Artpedia Schedule Board Pastel Colour / Schedule Board warna pastel - Green Pastel,Kota Bandung,12000,4.9,2792,613,1,"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",Negative,Sadness,Kota Bandung,"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",129,21,"['udahhh', 'responnya', 'lama', 'estimasi', '11', '12', 'dateng', '13', 'carabungkusnya', 'rapih', 'dalemannya', 'ristek', 'pulaaa', 'kecewa', 'sihh', 'mah']"
Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),Jakarta Pusat,55020,5.0,3108,718,1,"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",Negative,Anger,Jakarta Pusat,"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",222,33,"['jelek', 'lakbannya', 'sangat', 'tipis', 'terlalu', 'lengket', 'yg', 'lengket', 'malah', 'sisi', 'yaitu', 'bagian', 'bawah', 'atas', 'jadinya', 'sangat', 'mengganggu', 'karna', 'mengakibatkan', 'paket', 'orang', 'lain', 'menempel', 'paket', 'kita', 'penyok']"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,Sellernya sombong dan gak sopan!,Negative,Anger,Jakarta Utara,Sellernya sombong dan gak sopan!,32,5,"['sellernya', 'sombong', 'sopan']"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,Kacau beli lebih dari 1 lusin gak di kardusin.,Negative,Anger,Jakarta Utara,Kacau beli lebih dari 1 lusin gak di kardusin.,46,9,"['kacau', 'beli', 'lusin', 'kardusin']"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",Negative,Anger,Jakarta Utara,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",68,13,"['kurang', 'teliti', 'pesan', 'hitam', 'merah', 'yg', 'dikirim', 'hitam', 'semua']"
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,805,1,barang datang dalam kondisi rusak parah.lcd pecah.,Negative,Anger,Jakarta Pusat,barang datang dalam kondisi rusak parah.lcd pecah.,50,7,"['barang', 'datang', 'kondisi', 'rusak', 'parah', 'lcd', 'pecah']"
Office & Stationery,kalkulator citizen 868L best seller,Jakarta Pusat,38500,4.9,2965,805,2,"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",Negative,Anger,Jakarta Pusat,"Sudah punya jenis yg sama Made in China juga, tapi yg ini bahannya lebih jelek.",79,15,"['punya', 'jenis', 'yg', 'sama', 'made', 'in', 'china', 'yg', 'bahannya', 'jelek']"
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,1,"Seller TDK Kooperatif, menyebalkan!!!!",Negative,Anger,Jakarta Utara,"Seller TDK Kooperatif, menyebalkan!!!!",38,4,"['seller', 'kooperatif', 'menyebalkan']"
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,Negative,Anger,Jakarta Barat,Beli bolpen dan refill... kok yg dikirim mainan anak. Bagaimana tanggung jawab toko nih!!!,90,14,"['beli', 'bolpen', 'refill', 'yg', 'dikirim', 'mainan', 'anak', 'bagaimana', 'tanggung', 'jawab', 'toko', 'nih']"
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,1,Pelayanannya sangat buruk,Negative,Anger,Jakarta Barat,Pelayanannya sangat buruk,25,3,"['pelayanannya', 'sangat', 'buruk']"
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,2233,1,sangat sangat sangat sangat slow respon,Negative,Anger,Jakarta Utara,sangat sangat sangat sangat slow respon,39,6,"['sangat', 'sangat', 'sangat', 'sangat', 'slow', 'respon']"
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,barangnya tidak ada di kemasan,Negative,Anger,Kab. Tangerang,barangnya tidak ada di kemasan,30,5,"['barangnya', 'kemasan']"
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,1,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",Negative,Anger,Kab. Tangerang,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",121,19,"['seller', 'busuk', 'packing', 'sembarangan', 'niat', 'info', 'produk', 'nipu', 'blgnya', '5m', 'kenyataannya', '5m', 'jujur', 'dikit', 'bos', 'jualan']"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,Negative,Anger,Kab. Tangerang,adminnya kebanyakan bac00t.. lamban bgt.. kecewa banget dehhh,61,8,"['adminnya', 'kebanyakan', 'bac00t', 'lamban', 'kecewa', 'dehhh']"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,"pelayanan sangat buruk, no debat!",Negative,Anger,Kab. Tangerang,"pelayanan sangat buruk, no debat!",33,5,"['pelayanan', 'sangat', 'buruk', 'no', 'debat']"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,Kab. Tangerang,30000,4.8,3110,1034,1,Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,Negative,Anger,Kab. Tangerang,Pengiriman lama banget. Dari order - tiba di tujuan 7 hari. Padahal order tempat lain 2 hari sampai,99,18,"['pengiriman', 'lama', 'order', 'tiba', 'tujuan', 'hari', 'padahal', 'order', 'tempat', 'lain', 'hari']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,packing buruk. kertas sampai pada sobek bungkusnya.,Negative,Anger,Jakarta Barat,packing buruk. kertas sampai pada sobek bungkusnya.,51,7,"['packing', 'buruk', 'kertas', 'sobek', 'bungkusnya']"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,1,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Negative,Anger,Jakarta Barat,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",111,17,"['tokonya', 'songgong', 'brg', 'rusak', 'minta', 'dibebanin', 'konsumen', 'ngak', 'usah', 'jd', 'penjual', 'bubble', 'dibebankan', 'pembeli']"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,Negative,Anger,Kab. Tangerang,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,170,29,"['pesan', 'barang', 'promo', '11', '11', 'dikirim', 'malah', 'disuruh', 'refund', 'duit', 'yg', 'dikirim', 'cuma', 'barang', 'hak', 'sale', 'gajelas', 'sale', 'nipu', 'sale', 'padahal', 'official', 'store']"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,pengiriman lama banget parah,Negative,Anger,Kab. Tangerang,pengiriman lama banget parah,28,4,"['pengiriman', 'lama', 'parah']"
